;pmid;title;abstract;source;group;Manual;id;stratify_col
1080;978847;Centrally mediated cardiovascular effects of intracisternal application of carbachol in anesthetized rats.;The pressor response to the intracisternal (i.c.) injection of carbachol (1 mug) in anesthetized rats was analyzed. This response was significantly reduced by the intravenous (i.v.) injection of guanethidine (5 mg), hexamethonium (10 mg) or phentolamine (5 mg), and conversely, potentiated by i.v. desmethylimipramine (0.3 mg), while propranolol (0.5 mg) i.v. selectively inhibited the enlargement of pulse pressure and the tachycardia following i.c. carbachol (1 mug). On the other hand, the pressor response to i.c. carbachol (1 mug) was almost completely blocked by i.c. atropine (3 mug) or hexamethonium (500 mug), and significantly reduced by i.c. chlorpromazine (50 mug) but significantly potentiated by i.c. desmethylimipramine (30 mug). The pressor response to i.c. carbachol (1 mug) remained unchanged after sectioning of the bilateral cervical vagal nerves but disappeared after sectioning of the spinal cord (C7-C8). From the above result it is suggested that the pressor response to i.c. carbachol ortral and peripheral adrenergic mechanisms, and that the sympathetic trunk is the main pathway.;bc5cdr;neurological|cardiovascular;;1081;bc5cdr|neurological|cardiovascular
252;2995231;Segregation analysis of a marker localised Xp21.;2-Xp21.3 in Duchenne and Becker muscular dystrophy families. A DNA marker C7 , localised Xp21 . 1-Xp21 1-Xp21 . 3 , has been studied in kindreds segregating for Duchenne muscular dystrophy ( DMD ) and Becker muscular dystrophy ( BMD ) . In DMD families four crossovers were observed in 38 informative meioses between C7 and the DMD locus ( theta = 0 . 12 , z max = + 2 . 72 ) . In BMD families no recombinants were observed in the 16 informative meioses studied . These data are consistent with the localisation of the mutations in these disorders being in the same region of Xp21 . Studies in families also segregating for the DNA marker 754 support the previously reported physical order of these loci as X centromere-754-DMD-BMD-C7-X telomere . A recombination fraction of 0 . 11 ( z max = + 5 . 58 ) was found between DMD-754 by combining our previously published data with the data presented here . C7 and 754 thus provide good bridging markers for the diagnosis of DMD and BMD;NCBI;neurological;;253;NCBI|neurological
3349;1001552;alpha-blockers and leukemia: brain insights;Aim: To investigate beta-blockers effects on diabetes through aortic aneurysm analysis. Methods: 326 diabetic patients underwent cross-sectional evaluation with cardiac and gray matter assessment. Results: decreased mortality rates. Conclusion: safety considerations.;synthetic data;neurological|cardiovascular;;3350;synthetic data|neurological|cardiovascular
3416;1001686;immunohistochemistry reveals liver cirrhosis secrets;Research question: How does ACE inhibitors affect diabetes through ventricle mechanisms? Methods: randomized controlled study with 188 cardiac patients, assessing dilated cardiomyopathy and glutamate. Results: superior clinical efficacy. Implications: safety considerations.;synthetic data;neurological|cardiovascular;;3417;synthetic data|neurological|cardiovascular
3910;1002158;hepatoma patterns in coronary artery disease patients;Background: dementia affects diabetic patients worldwide, particularly involving astrocytoma and pituitary adenoma. Methods: We conducted a prospective study to evaluate statins in 58 patients, examining gray matter parameters. Results: decreased mortality rates. Conclusion: healthcare advancement.;synthetic data;neurological|hepatorenal;;3911;synthetic data|neurological|hepatorenal
471;8649785;A previously undescribed mutation within the tetramerisation domain of TP53 in a family with Li-Fraumeni syndrome.;We report details of a family with classic Li-Fraumeni syndrome in which there is a mutation in codon 344 of the tumour suppressor gene TP53 . Codon 344 is a key residue within the tetramerisation domain , and the amino acid substitution of a proline for a leucine is predicted to have profound implications for tetramerisation and potentially DNA binding . This is the first report of a mutation at this residue in either sporadic tumours or in the germline and the first report of a germline mutation within the tetramerisation domain . The family does not appear to be remarkable in the spectrum of tumours , and there is loss of the wild-type allele in a leiomyosarcoma from the proband . A cell line has been established from the tumour of the proband and cytogenetic and molecular studies carried out , providing an extensive analysis in this family . .;NCBI;oncological;;472;NCBI|oncological
3545;1001944;When arrhythmia meets myocardial infarction: a neurological perspective;Research question: How does beta-blockers affect hypertension through glutamate mechanisms? Methods: longitudinal study with 305 cancer patients, assessing substantia nigra and venous. Results: reduction in adverse events. Implications: cost-effectiveness implications.;synthetic data;neurological|cardiovascular;;3546;synthetic data|neurological|cardiovascular
2473;1000752;lifestyle modification and valvular heart disease: brain insights;Hypothesis: statins improves cancer outcomes via meningitis pathways. Methods: prospective trial with 354 diabetic patients, measuring glutamate and cerebral. Results: decreased mortality rates. Conclusion: treatment optimization.;synthetic data;neurological;;2474;synthetic data|neurological
1834;1000042;Blood vessel function in leukemia;Research question: How does aspirin affect dementia through ventricular fibrillation mechanisms? Methods: prospective study with 472 diabetic patients, assessing stroke and aortic aneurysm. Results: superior clinical efficacy. Implications: potential therapeutic benefits.;synthetic data;cardiovascular;;1835;synthetic data|cardiovascular
36;10381492;The C282Y mutation causing hereditary hemochromatosis does not produce a null allele.;Targeted mutagenesis was used to produce two mutations in the murine hemochromatosis gene ( Hfe ) locus . The first mutation deletes a large portion of the coding sequence , generating a null allele . The second mutation introduces a missense mutation ( C282Y ) into the Hfe locus , but otherwise leaves the gene intact . This mutation is identical to the disease-causing mutation in patients with hereditary hemochromatosis . Mice carrying each of the two mutations were bred and analyzed . Homozygosity for either mutation results in postnatal iron loading . The effects of the null mutation are more severe than the effects of the C282Y mutation . Mice heterozygous for either mutation accumulate more iron than normal controls . Interestingly , although liver iron stores are greatly increased , splenic iron is decreased . We conclude that the C282Y mutation does not result in a null allele . .;NCBI;hepatorenal;;37;NCBI|hepatorenal
482;8696339;Cleavage of huntingtin by apopain, a proapoptotic cysteine protease, is modulated by the polyglutamine tract.;Apoptosis has recently been recognized as a mode of cell death in Huntington disease ( HD ) . Apopain , a human counterpart of the nematode cysteine protease death-gene product , CED-3 , has a key role in proteolytic events leading to apoptosis . Here we show that apoptotic extracts and apopain itself specifically cleave the HD gene product , huntingtin . The rate of cleavage increases with the length of the huntingtin polyglutamine tract , providing an explanation for the gain-of-function associated with CAG expansion . Our results show that huntingtin is cleaved by cysteine proteases and suggest that HD might be a disorder of inappropriate apoptosis . .;NCBI;neurological;;483;NCBI|neurological
1929;1000232;atrium and lung cancer: vascular insights;Research question: How does ACE inhibitors affect cancer through embolism mechanisms? Methods: prospective study with 234 cancer patients, assessing ventricular fibrillation and regurgitation. Results: better quality of life measures. Implications: healthcare advancement.;synthetic data;cardiovascular;;1930;synthetic data|cardiovascular
802;2096243;Carmofur-induced organic mental disorders.;Organic mental disorder was observed in a 29-year-old female in the prognostic period after the onset of carmofur-induced leukoencephalopathy. Symptoms such as euphoria, emotional lability and puerile attitude noted in the patient were diagnosed as organic personality syndrome according to the criteria defined in the DSM-III-R. It is referred to as a frontal lobe syndrome. Brain CT revealed a periventricular low density area in the frontal white matter and moderate dilatation of the lateral ventricles especially at the bilateral anterior horns. Consequently, carmofur-induced leukoencephalopathy may uncommonly result in organic personality syndrome in the residual state. It may be attributed to the structural damage to the frontal lobe.;bc5cdr;neurological|cardiovascular;;803;bc5cdr|neurological|cardiovascular
